participant,Filename,phonation,H1c_mean,H2c_mean,H4c_mean,A1c_mean,A2c_mean,A3c_mean,H2Kc_mean,H1H2c_mean,H2H4c_mean,H1A1c_mean,H1A2c_mean,H1A3c_mean,H42Kc_mean,H2KH5Kc_mean,CPP_mean,Energy_mean,HNR05_mean,HNR15_mean,HNR25_mean,HNR35_mean,sF0_mean,sF1_mean,sF2_mean,sF3_mean,sF4_mean,sB1_mean,sB2_mean,sB3_mean,sB4_mean,soe_mean,H1c_sd,H2c_sd,H4c_sd,A1c_sd,A2c_sd,A3c_sd,H2Kc_sd,H1H2c_sd,H2H4c_sd,H1A1c_sd,H1A2c_sd,H1A3c_sd,H42Kc_sd,H2KH5Kc_sd,CPP_sd,Energy_sd,HNR05_sd,HNR15_sd,HNR25_sd,HNR35_sd,sF0_sd,sF1_sd,sF2_sd,sF3_sd,sF4_sd,sB1_sd,sB2_sd,sB3_sd,sB4_sd,soe_sd,session,repetition,comb_no
P0001,AC_P0001_S02_R05_BRT_HDM.mat,BRT,16.987334669338676,6.186559118236473,-1.889927187708751,-13.817140280561123,-14.271433533734134,-5.945187040748163,-3.706559118236473,10.800784235136941,8.0764916499666,30.804472945891785,31.258772879091516,22.93251837007348,1.8166185704742819,22.443824983299933,17.03407553475936,0.7580506329113924,5.899708556149733,17.25770989304813,21.50020320855615,25.631398395721924,85.71459493670886,400.3726975349767,1532.652566955363,2423.7342831445703,3644.30691272485,213.12338707528315,304.1165083277815,279.6823510992672,433.2709020652898,0.019188538205980068,7.7528598852695705,6.973952283788789,6.031447959432452,9.18347479973787,6.89680217184878,7.144366372795819,8.041026069186252,2.786430606037888,3.5207492258125836,6.15261103148755,6.3964742776792765,7.900233754653825,6.295921757896401,7.875950333547975,0.9121745881356905,0.45890217123906973,4.287986201723863,4.569330979336559,4.263558907847451,4.131487032700859,17.0161163316765,210.7494110446728,363.5846499037535,279.93030082828676,470.8900075829143,170.93783463060115,238.08139547708907,196.1904723887579,221.01774381791853,0.008027498553315145,S02,R05,S02R05
P0001,AC_P0001_S02_R05_CRK_HDM.mat,CRK,14.64988056379822,11.90371884272997,3.7424094955489613,-10.327945103857568,-17.236459198813055,-8.202359792284867,-6.050376854599406,2.7461676557863504,8.161282640949555,24.977831602373886,31.886339762611275,22.85225074183976,9.792789317507419,21.886515578635017,18.68023516320475,0.493620178041543,3.138843355605048,17.045479970326408,22.513967359050444,27.484623145400594,57.73743991097923,392.94275964391693,1434.784758902077,2366.422662462908,3602.5148479228487,80.00657047477745,299.55446958456974,243.68904896142433,469.6535037091988,0.010496589358799454,4.481771926914408,5.160656732121066,5.07448500829882,7.51059425533384,5.648553274958246,6.405510398427732,6.979679990056248,2.603208854205051,1.6698534682064818,4.947048369931537,5.017145156135585,6.946364282151374,6.216774740238959,8.05194676855709,1.20903094158439,0.36996825796462435,3.2769680125212837,4.114961809150125,3.717408304088343,3.6970888425682324,11.77741534156751,143.3435021506305,415.2057446771941,340.7660660075768,475.7435877933806,77.18368053778468,250.11556256325275,217.26118462216385,236.10596251366792,0.0033226416249768327,S02,R05,S02R05
P0001,AC_P0001_S02_R05_MOD_HDM.mat,MOD,15.28415866084425,8.116943959243086,1.2652176128093158,-9.025767662053896,-14.215713973799126,-7.195136098981077,-5.241277292576419,7.1672278020378455,6.851747452692868,24.30338864628821,29.499908296943232,22.479328966521106,6.50646288209607,21.62147016011645,17.698440320232898,0.8807772925764192,6.362080786026201,20.40691193595342,25.334323144104804,30.141109170305675,91.74500291120815,352.9395982532751,1638.3587350800583,2553.8256310043666,3896.6494403202328,161.07541266375546,343.949731441048,310.1025494905386,434.95767394468703,0.023249370277078085,7.497174051597737,7.672606629807412,7.790441363115702,11.155905654341762,7.984700134863794,8.97461441360809,10.65360540852473,1.7094519248130018,3.9792344540166975,7.317497674174789,6.516372887352677,8.796424647671408,7.766186557959297,10.348688035051337,1.1728652817452125,0.7572627989830337,4.609594315538798,4.51406672679341,4.137586748619073,4.05866424157022,17.415565655296597,177.25177266670391,521.6269005995453,411.565159757067,525.8340147286729,148.63126506134935,278.72387093618096,248.0521691186331,226.3080404482656,0.00899201032045203,S02,R05,S02R05
P0001,AC_P0001_S02_R06_BRT_HDM.mat,BRT,16.456894423791823,4.793413382899629,-2.22513531598513,-15.539218587360596,-14.559881040892193,-7.116320446096655,-6.029392565055762,11.663495167286245,7.018539033457249,31.99613085501859,31.016781412639403,23.573218587360596,3.8042832713754646,19.1902312267658,16.731703125,0.7659651335311572,6.273386904761905,16.918855654761906,20.750308779761905,24.422731398809525,86.71714688427299,437.9671439169139,1625.5637054896142,2472.3502077151334,3581.242540801187,231.47252596439168,297.28478486646884,319.4829191394659,409.70902077151334,0.021871772039180767,7.795403003047167,6.253951010456495,6.293296607266584,9.239866371452731,7.367180685459482,8.430571271565542,7.92450261680531,3.3304661538958733,3.6137397121257364,6.577442157747872,6.737825122121467,10.078363971797076,6.882865854305047,7.595536453058365,0.7579552982941133,0.4377339208016645,4.019310444448521,4.165198282874923,4.0328022392451945,3.9973876614839217,13.319862842006168,216.65342005517047,355.4903741438097,325.7601567802576,492.1045214798048,183.80033232930336,233.9441084960658,242.53868798107538,234.37764236499328,0.007976097043083113,S02,R06,S02R06
P0001,AC_P0001_S02_R06_CRK_HDM.mat,CRK,13.347856497175142,11.498985310734463,3.584927683615819,-11.348245197740113,-18.55655141242938,-10.209465536723163,-6.767231638418079,1.8488847457627118,7.914053107344633,24.696077966101694,31.9044,23.557336723163843,10.35212429378531,24.268019209039547,18.857986394557823,0.4181839729119639,3.3085725623582767,17.094115646258505,22.74334807256236,28.073795918367345,53.51039954853273,394.114737020316,1424.8459288939052,2344.8436828442436,3561.1641410835214,89.80575169300225,291.55788600451467,267.4057652370203,519.125848758465,0.008079295154185023,4.264069674991785,5.5361836564813105,5.5024609109208935,6.890293731120776,4.750635482247942,5.529363131954832,6.038647107285555,2.818491428477793,2.1449022202671,5.236083087059749,4.500208891129489,6.511001327170565,5.6646215658712435,6.836927250050367,1.121692945735992,0.3393976835287037,3.3723668751128923,4.107120793787369,3.7848352891350028,3.5971682177030924,8.097642244042211,142.12884227144454,441.6537004764129,342.5525154817102,522.3994891348042,97.95324748382536,245.42814439324914,222.42827602417893,261.5251301087996,0.00277689353269821,S02,R06,S02R06
P0001,AC_P0001_S02_R06_MOD_HDM.mat,MOD,15.349259205776173,7.804579061371841,1.1048093862815884,-9.402358122743681,-14.750207942238267,-7.257575451263538,-4.930134296028881,7.544668592057762,6.699776173285199,24.75161083032491,30.099475812274367,22.606826714801443,6.034945126353791,20.793859927797833,17.69333429602888,0.9458816738816739,6.1465386281588446,19.898104693140795,25.341848375451264,30.098063537906135,95.41418109668109,368.1199206349206,1586.7832258297258,2537.6198513708514,3841.245062770563,164.89778138528138,344.49939898989896,363.8076443001443,409.18706782106784,0.02098707592891761,8.059836508383272,7.747116134500623,7.698117740048649,11.279863461743943,7.901935356158879,8.78558740178957,10.266646845145411,2.9176489796679834,4.398182260545284,7.488737887830518,6.79817892668679,9.676410570292262,6.859995357385097,10.060528193796241,1.1989399852828027,0.6871948108145762,4.694905854980132,4.573173320994735,4.214175632514083,4.215452201348744,20.354980270026623,198.92377611722884,467.1393014801154,462.0204422682426,548.3949026378062,165.46372760288492,268.0136328054548,242.65679111836056,231.53165831545462,0.008002717465647145,S02,R06,S02R06
P0001,AC_P0001_S03_R01_BRT_HDM.mat,BRT,15.643244719592134,3.5447567370721047,-3.6819978150036414,-17.275793153678077,-16.305756008739987,-6.6520524399126,-6.182884923525127,12.098520757465405,7.226733430444282,32.919021849963585,31.94900218499636,22.295296431172616,2.500890750182083,18.631297887836855,16.855235251274582,0.6463386744355426,7.094773488710852,17.235767662053895,21.160537509104152,24.506928623452293,86.7989286234523,441.5723823743627,1579.1028120903131,2471.3811529497452,3460.7214311726148,236.63006554989076,295.4895622723962,264.18131682447193,373.80772833211944,0.022897302001740644,7.82112179743989,6.601332017870922,5.869760637325818,8.85028032347689,7.012811088876375,7.691203739674179,7.8947387463452605,3.003678049584006,3.4899700812408025,6.453495695169315,6.968111015207609,9.461500782800748,6.649606251720818,8.060609573486584,0.8400692603916562,0.36658349901030474,3.9430550015568473,4.148118746814114,3.9802868356393315,3.9060328950751253,11.69142331867579,221.20822825271605,346.92373078531415,263.1423552300077,458.94971956774896,194.4344864104311,238.65306840344408,205.97887405698236,212.75908812272775,0.007978295996024396,S03,R01,S03R01
P0001,AC_P0001_S03_R01_CRK_HDM.mat,CRK,12.171827262044653,9.87532784958872,2.8119741480611045,-10.020158636897767,-16.78313043478261,-8.03752526439483,-5.208457109283196,2.296500587544066,7.063377203290247,22.192009400705054,28.954951821386604,20.20935252643948,8.020427732079906,23.78210340775558,18.97273560517039,0.4122855464159812,3.0870223266745005,16.29444653349001,22.188249118683903,26.790928319623973,56.83708460634548,418.2307614571093,1370.0987837837838,2319.3164265569917,3350.2246921269093,61.85720564042303,219.6872150411281,242.68801997649823,323.5615769682726,0.008759725400457666,4.1759768648795035,4.798261519676863,4.73315291551877,6.315719759604882,4.823220268478402,5.615998936044689,6.290869916949623,2.706723978789229,2.3492373100065387,4.4989585558182625,4.6060983991206665,6.694294931044957,5.9026549225308,8.131365870279918,1.1802188588219626,0.2429068851183658,3.2956313444201344,4.149547172788471,3.695944809427957,3.5680816534160362,11.790134666192367,141.3783468730067,388.8780656578406,309.97097534455435,513.7347922049977,50.28457375705049,201.89916499478193,196.02180334071682,223.6015237449547,0.003196102545922951,S03,R01,S03R01
P0001,AC_P0001_S03_R01_MOD_HDM.mat,MOD,13.922693206720234,7.313440467494521,0.29477501826150476,-9.466929875821767,-14.84454492330168,-5.234229364499635,-2.1749970781592403,6.609255661066472,7.018657414170928,23.389612856099344,28.76725493060628,19.156927684441197,2.469765522279036,25.04955514974434,17.937153508771928,0.8170700729927007,7.206735380116959,19.59128581871345,25.199993421052632,29.72046783625731,96.15667226277372,369.2627569343066,1447.8084313868612,2485.9055897810217,3797.711756934307,152.7422686131387,303.95167591240875,284.35940145985404,413.2653510948905,0.025792880258899677,7.718362331749635,7.9825263888863915,7.336490574673302,10.492113946796632,6.802880334543332,7.831681727433107,9.199915352712082,1.6780542391766957,3.72914863725204,6.238422687372653,5.547250891235564,7.869143827002976,7.098802134132959,8.315324905831202,1.1941921278248562,0.600638607844802,4.079316707364288,4.026430831408956,3.7193986302093136,3.668706704364856,17.76445018347852,170.46398911586698,389.3740351552753,323.67066300015426,586.1494385635878,155.96287345170563,224.80950017687869,205.7665126707458,226.01202633000005,0.008751031279713549,S03,R01,S03R01
P0001,AC_P0001_S03_R02_BRT_HDM.mat,BRT,15.62581657223796,3.3940028328611898,-3.1640134560906517,-15.55300566572238,-15.554233002832861,-6.010560198300284,-4.709662181303116,12.231822946175637,6.557999291784703,31.178810198300283,31.180050991501417,21.636379603399433,1.5456310198300283,20.96928045325779,16.737652728561304,0.6697485875706215,7.4356506024096385,18.151798724309,22.561445074415307,25.624125442948262,89.12368502824859,421.91321963276835,1599.489425141243,2514.7395134180792,3490.9366687853108,239.14194985875707,325.3688368644068,315.03247033898305,391.4525734463277,0.022767191383595693,8.053113946652507,6.01419425703028,6.0080130412287724,9.657081366916895,7.755675724222407,8.479423219451512,8.64947458467688,3.8985917541208077,3.6242482182395674,7.450729275572224,7.780582085133937,10.40667289743176,6.876572553441923,8.615091041174514,0.611240748287173,0.32972399904421096,3.843289942680425,4.168463978616062,4.042711864077463,4.052335738927674,14.285853328126283,229.07231662154712,334.7495936915218,292.1296240395682,468.31390054414857,200.44589441587252,263.0163727483167,215.8213292617761,247.09957092898378,0.008406523407646516,S03,R02,S03R02
P0001,AC_P0001_S03_R02_CRK_HDM.mat,CRK,12.231685297691373,10.692343863912516,3.5018371810449573,-10.415006075334144,-16.933325637910084,-9.748325637910085,-6.777831105710814,1.5412238442822384,7.1904957472661,22.6466865127582,29.164997569866344,21.980012150668287,10.27965127582017,22.03961239368165,19.060156743620897,0.44756379100850546,3.212447688564477,16.784922235722966,22.830622114216283,27.17486998784933,54.60413730255164,418.1994143377886,1407.608922235723,2325.4463730255166,3329.28229890644,57.20281044957473,220.0166063183475,315.30206682867555,349.5171397326853,0.006440203562340967,4.394563261545196,5.298562936708955,5.484698962187244,8.243628574639045,5.770566361271714,5.935663987431384,6.38897820797658,2.8726958608434354,1.583558567563585,5.818452518444409,5.594564419052079,6.606447929714376,6.023205061088921,7.883161241828289,1.053877634773371,0.3218137285971363,3.896877920711512,4.497120065333282,4.136029225137221,4.121908779525078,15.480685099039587,141.16413699853015,391.4546741687451,325.0252958485704,498.1429818356766,49.53779308620949,192.60757641647885,227.72130686320995,234.7122329922027,0.0022805996256103824,S03,R02,S03R02
P0001,AC_P0001_S03_R02_MOD_HDM.mat,MOD,13.162387434554974,6.7727591623036645,-0.23985714285714288,-10.253747195213164,-16.145052356020944,-5.742064323111443,-3.5359521316379956,6.389611069558714,7.012605833956619,23.416110695587136,29.30741286462229,18.904424083769634,3.2960897531787583,22.900895287958114,17.725917726252806,0.7943313388182498,7.249677636499626,20.391590875093492,26.154621540762903,30.14205534779357,98.7543425579656,356.77858115183244,1530.2351593118924,2559.8460172026926,3752.471473448018,141.17114136125653,339.77023859386685,344.9338519072551,387.9793851907255,0.022255480607082632,7.704904978455453,8.23095914762417,7.477339950865154,10.46339090958378,7.240849781423243,8.132138273084516,9.386862348155313,1.7731468798725964,3.7169616261129033,6.263934342991327,5.79518300758408,8.680508057259328,7.056954095479918,9.17339614542093,1.0492294017693848,0.6176097166806889,4.572256683322757,4.398469807343718,3.9818946230778294,3.7859081451431535,21.095865582631834,158.40872188896859,447.6042059981768,377.26857426865354,577.0883186522309,124.35077921660024,247.98076820638974,235.32323639751198,246.2057406192861,0.00901623427413693,S03,R02,S03R02
P0001,AC_P0001_S03_R03_BRT_HDM.mat,BRT,13.630898089171975,0.8980987261146497,-5.017134554140127,-19.1887101910828,-17.985331210191084,-9.191892515923566,-8.430354299363056,12.732804140127389,5.915235668789809,32.819620222929935,31.61624840764331,22.82278423566879,3.413207802547771,16.43059872611465,16.621644621513944,0.44710651828298886,8.405563346613546,18.395188844621515,22.392732270916333,25.407690039840638,89.99435930047694,465.46760095389504,1643.4930699523052,2495.9101701112877,3513.453786963434,243.68331240063594,312.80517011128774,309.0317440381558,365.1285262321145,0.022160291438979962,7.69604879515034,6.014406980914915,5.80157984392755,8.956959562240371,7.205071752891569,7.683780077389057,7.89287377702376,3.373558957258991,2.967702619072979,6.321957393807758,7.039561570720551,9.005321416117912,6.53311459816829,7.459033885282944,0.7337869262876968,0.22071009961493981,3.8232680794821174,4.148307126737158,4.073017672654613,4.052061388128551,9.177485710664333,227.98692649651014,335.2440965686097,282.3694836297552,488.0833623546494,192.38416194875327,247.9274600032645,221.56251308112178,246.8421712280422,0.00691422830545294,S03,R03,S03R03
P0001,AC_P0001_S03_R03_CRK_HDM.mat,CRK,11.246594885598924,10.376820995962316,3.7422166890982504,-10.557804845222073,-17.216598923283986,-8.337628532974428,-5.850208613728129,0.8698061911170929,6.634574697173621,21.8044266487214,28.46321668909825,19.58422476446837,9.592405114401076,22.93337954239569,19.316446837146703,0.4700255720053836,2.6806473755047104,16.15865006729475,22.035671601615075,27.03258546433378,53.555325706594886,407.2436796769852,1383.7761238223418,2292.8560888290713,3370.4882853297445,65.39640780619112,294.22780484522207,226.22903633916553,420.1888263795424,0.006335211267605634,4.173286722897217,5.650675625848759,5.528419684719581,7.64560514747052,5.591058637019151,6.414508523890679,7.9729271909888775,2.743952639728341,2.0908126244916274,5.497710510949076,5.460325081664731,6.299466154323456,7.0625875414330315,9.450122256441096,1.28026172760596,0.2533659832093036,4.045984388333281,4.566270046639554,4.237082590159962,3.91928849611753,15.867328961959341,137.12916773036605,407.51916696444067,303.122911349261,547.5659228783551,65.29436557529785,271.0892511619574,195.90210476028446,248.3724254070494,0.0025273139864910653,S03,R03,S03R03
P0001,AC_P0001_S03_R03_MOD_HDM.mat,MOD,13.219180681028492,7.046583043780403,0.9307102154273801,-8.99285892981237,-15.333044475330091,-5.621643502432245,-3.1529061848505906,6.172595552466991,6.1158693537178594,22.21202918693537,28.5522425295344,18.840831132731065,4.083630993745657,23.205304378040307,18.305874913134122,0.9033495482974288,7.9602550382209865,21.090831827658096,26.823419041000694,31.119632383599722,103.19422098679638,361.7851104933982,1510.4700597637247,2581.5334558721333,3793.7864197359277,147.2891424600417,348.85401389854064,367.5860444753301,396.02559624739405,0.022950450450450452,8.144578622587867,8.722841918479824,8.703372702058193,11.168232447760316,7.476252212349842,8.766753064399243,10.076563222436233,1.7555226568621334,4.376277223574728,6.42252904081354,5.687258441727633,9.37283542951914,7.579674843074989,9.521302690200336,1.562183421166042,0.7072127169148392,4.5673118158831185,4.405216052704224,3.9129009882024683,3.8749790172639247,20.223935020875626,173.42105808985187,428.2453480314062,420.1633083344681,551.7731519344222,134.59731346005637,253.08387094690272,236.05204938747855,253.06525498339582,0.00842372993054128,S03,R03,S03R03
P0002,AC_P0002_S01_R01_BRT_HDM.mat,BRT,11.320392215568862,5.097979041916168,-0.9392163173652694,-13.457083083832336,-17.144468562874252,-5.6592005988023955,-5.6699625748503,6.222389221556886,6.041725842696629,24.77746856287425,28.464859281437125,16.97957784431138,4.73072754491018,22.44519161676647,18.181275449101797,0.6841002994011977,12.145808383233533,23.001119760479042,29.071299401197606,32.07350224550898,114.45998353293413,432.09095359281434,1605.9391167664671,2767.3093345808384,3793.9290269461076,219.15553293413174,266.6521998502994,298.233625,387.673750748503,0.03192649310872894,8.417548353766628,8.66122775544958,9.660943798098904,11.757614380686547,8.659296581732072,9.681189521747038,10.839540588760086,2.538982304836576,5.336389908834835,7.258448064368224,6.511441439775769,9.422125663771327,7.337413413092278,10.011780695851877,1.6810415958320013,0.5074071244400246,4.601795995828754,4.921298328346191,4.924350871363582,5.081427562988336,13.006027119107111,213.4135572913835,376.0895486267439,244.27596120390658,333.05163102221564,157.92996261575303,181.2471410824541,208.03453889976612,207.61148642250095,0.010103257823600467,S01,R01,S01R01
P0002,AC_P0002_S01_R01_CRK_HDM.mat,CRK,9.72034460547504,7.204214975845411,0.040632850241545886,-12.101641706924315,-19.9271731078905,-8.166825281803543,-7.57268115942029,2.516121578099839,7.163599033816425,21.82199838969404,29.647488727858292,17.887169082125602,7.613301127214171,21.19915700483092,18.279796296296297,0.6584653784219001,8.984330112721418,21.572995169082127,28.454323671497583,31.772958132045087,94.83114814814815,448.64029790660226,1580.04784863124,2769.981927536232,3864.5781312399354,117.54698953301127,276.9709162640902,279.6140966183575,331.7590579710145,0.02181567230632235,5.809171634178973,7.5138889761032965,6.776215437036927,9.284945441573106,6.667667152042649,8.198420260513515,9.914881563285157,2.523359322023575,3.1909734146578304,5.5455295077522715,5.188090375779318,8.138151975215903,8.366688904670774,9.406809505118057,1.3825672355179004,0.6038563147311374,4.325783795024942,4.820353111467593,4.390915348605264,4.250971741192607,13.884417850182613,159.57273432892643,456.1327450675801,292.82464795623434,370.3448933437411,101.24730849301856,199.74493322320924,207.27729983961413,197.69807090063028,0.005308557998929042,S01,R01,S01R01
P0002,AC_P0002_S01_R01_MOD_HDM.mat,MOD,10.410291055718474,5.729707478005865,-0.12938636363636366,-10.833296187683285,-16.081543255131965,-5.0173629032258065,-3.904600439882698,4.6805857771261,5.859108504398827,21.24359750733138,26.491839442815248,15.427653225806452,3.775206744868035,23.88357404692082,18.584867302052785,1.0495,10.773842375366568,21.663284457478007,28.05259677419355,31.336461876832846,118.30834897360704,427.85715762463343,1533.465224340176,2749.276253665689,3821.404145894428,144.4701129032258,273.1109112903226,344.89298093841643,435.18619428152493,0.033601803155522164,7.49712280842365,8.36469052754682,8.251759038394356,10.355558641165095,7.193686883584248,8.519372279987563,10.317924675349788,2.5784574920143206,3.825318048237262,4.998386150409663,4.4671365671086,8.153091090193989,7.924378025158722,9.199238843737247,1.6302075011129755,1.01881929455243,4.965621954626239,4.761198761302647,4.204878396963989,4.191062659220516,17.638347709692596,165.3067652685909,422.0107362122578,273.0383812497255,340.5448258873975,108.47358697626417,210.507670204837,215.60922914896508,225.51330778546753,0.009919031440423522,S01,R01,S01R01
P0002,AC_P0002_S01_R02_BRT_HDM.mat,BRT,11.258743902439024,5.3512388809182205,-0.12554017216642757,-12.491005025125627,-16.827200143472023,-5.394919655667145,-5.319487804878049,5.907499282639885,5.476779770444764,23.740785509325683,28.08593400286944,16.653656384505023,5.193940459110474,23.750807030129124,18.238606169296986,0.5914605451936872,12.109279053084649,23.082868723098997,29.279739598278336,32.33419942611191,111.59602152080345,401.8680294117647,1592.9818177905308,2761.8078758967004,3796.038942611191,206.32875394548063,289.94765710186516,312.24103228120515,356.5395215208034,0.032286443148688046,7.61763957858044,8.230863514445696,9.377621073799533,11.252744975044722,8.171044790071193,9.219244298634505,10.812325940398585,2.5119501792746877,5.723480567303407,6.845726089776275,6.203664909325699,9.3939758348601,7.706508080541233,10.04385305549382,1.7087607392566946,0.428906806118205,4.091350843330607,4.368396916516067,4.15801702251988,4.451546181819594,10.8331685854986,197.99021117513072,412.8553471489014,293.1680285452394,342.75419766874194,150.2777519051121,210.24318120753463,198.9073512784782,198.67072993372847,0.0105363954629992,S01,R02,S01R02
P0002,AC_P0002_S01_R02_CRK_HDM.mat,CRK,8.238491739552964,6.1689912536443146,-1.3750777453838678,-13.372248785228377,-19.814974732750244,-7.729678328474247,-7.2250621963070945,2.069467444120505,7.544075801749271,21.610768707482993,28.05349368318756,15.96815354713314,5.849992225461613,22.702174927113703,18.107480077745382,0.509181729834791,9.036624878522838,20.633354713313896,27.562562682215745,30.774755102040817,93.67297667638483,458.02332750242954,1535.4130495626823,2678.6705957240038,3776.5307930029153,135.13668318756075,258.2967862001944,259.0682827988338,324.24092322643344,0.02068122270742358,5.663748753500802,7.260790609246641,6.550763826893751,9.275458982859822,6.50777224051214,7.089248686856185,8.962786265556167,2.6037673738489038,2.9201129149200287,5.945485584668616,4.687906796170406,7.0791121783179625,7.085736338386996,8.820543309172152,1.4103807164769768,0.5306607867919383,4.360013009476529,4.653818232544735,4.427130076385421,4.230857852444715,14.459514993650222,164.0534726851256,422.13709922123724,312.1907066783548,390.9032909236983,123.282115261473,203.62918623585094,186.8883803639775,190.03036766447988,0.005313650534295647,S01,R02,S01R02
P0002,AC_P0002_S01_R02_MOD_HDM.mat,MOD,11.346658889782784,7.02276427996782,1.727167337087691,-8.989121480289622,-15.580941271118263,-4.31023652453741,-3.7706460176991152,4.323891391794047,5.295575221238938,20.33577795655672,26.927577634754627,15.656882542236525,5.497836685438456,23.05955108608206,18.56486403861625,1.3159195494770717,9.710421560740144,20.943427996781978,27.258781979082865,30.84376588897828,118.223291230893,432.14659452936445,1570.5833563958165,2791.468822204344,3859.2996540627514,133.07719710378117,284.6398624296058,401.9977329042639,373.15586645213193,0.031566993464052284,7.317949326423191,7.785011895773711,8.103915629543037,9.814649633936073,6.732261434668777,8.252709869905106,9.376333734102856,2.5875821818400437,4.268423968550376,5.288721214006415,4.9310424646774935,8.158539587769013,7.585783158772864,8.778534470633367,1.7633750202880687,1.325609779764955,4.402765203880505,4.589088641969473,4.283824646714355,4.25923959412806,17.083383199328054,174.8073058455567,395.73876139736393,353.70881046069957,339.11193218738396,96.36124614450723,207.42335457149082,220.43837973154615,209.36611156193996,0.009568469382580817,S01,R02,S01R02
P0002,AC_P0002_S01_R03_BRT_HDM.mat,BRT,12.775613603473227,6.932861070911722,0.23938567293777133,-13.133389290882779,-16.854587554269177,-5.399316931982634,-5.380451519536903,5.842762662807525,6.6934551374819105,25.909011577424025,29.630177279305354,18.17492981186686,5.619851664254703,22.249955861070912,17.889966714905935,0.6668270622286542,10.14930535455861,20.47961432706223,26.652509406657018,29.76708465991317,108.24666931982634,447.9197568740955,1623.1492901591896,2775.07232633864,3809.9692373371927,222.82027858176556,291.64362445730825,319.85365557163533,355.42821635311145,0.032067507418397624,7.895089137786978,8.58275320867819,9.270122017755044,11.3722203012932,7.869867295975699,8.240431225366954,9.536721926973641,2.9477789948168467,5.183902877210038,7.281982161154775,6.0509056073257765,8.372499155926917,7.122621451864059,8.741238240824007,1.5319114605629993,0.4193681548339464,4.52980088734924,4.708755447250406,4.416566575436472,4.445162114784566,12.469701765309809,227.31586162942736,369.22569580301405,284.68933985270354,337.0124850391871,166.16005467948767,210.2477376290866,224.27317986123916,193.93946499794427,0.00939525764626692,S01,R03,S01R03
P0002,AC_P0002_S01_R03_CRK_HDM.mat,CRK,9.503338619402985,7.610359141791045,-0.5921054104477612,-13.547439365671641,-20.23463526119403,-8.843314365671642,-8.332351679104477,1.8929626865671643,8.202459888059701,23.05077145522388,29.73796641791045,18.346637126865673,7.740259328358209,22.833086753731344,17.97988899253731,0.4131707089552239,7.594597947761194,19.82983395522388,26.445954291044774,30.024170708955225,79.01661567164179,470.3096604477612,1594.5719552238807,2754.2164300373133,3780.786545708955,134.70759514925373,251.6373218283582,311.10437779850747,333.4635923507463,0.02033890214797136,5.5136965738579145,6.914151855113198,5.995996624662038,8.22509318619695,5.949681307315944,6.7675560941487465,7.772089274714586,2.929461308801365,2.8516195356289322,5.587946386541927,4.3450566305923095,7.12160337540928,5.996464240328113,7.747149699340313,1.237259553375283,0.3320744544328754,4.401131985118672,4.99485235095936,4.440573238661657,4.067975765526119,18.313431048320364,178.87259348155166,389.25879235162034,320.349159143073,375.8418521801418,120.7113233995412,210.39829322191434,200.42781248925232,203.341934324621,0.00562781874575727,S01,R03,S01R03
P0002,AC_P0002_S01_R03_MOD_HDM.mat,MOD,11.598244897959184,7.549069858712715,2.5795243328100472,-7.799772370486656,-14.18552590266876,-2.419526687598116,-1.3656287284144426,4.049189167974882,4.969531397174254,19.39802119309262,25.783791993720566,14.017766875981161,3.945131868131868,25.743828885400315,18.76143799058085,1.284138147566719,9.244371271585557,20.398589481946626,26.96368916797488,30.374737833594978,113.51178728414443,416.72127001569856,1462.7863006279435,2677.780627943485,3719.1183273155416,131.69518288854002,270.57442935635794,340.68913108320254,375.40605651491364,0.030452572347266883,7.032812351007732,7.7461195120346,8.199437864248175,10.241845628318305,7.711882614871031,9.585430522400053,11.459425313257404,2.6204934178271664,3.8252243841833944,5.034770015554527,4.989388087346721,8.220694918942302,8.626723386634692,10.355015063115191,1.6877466879364393,1.2530253530937439,4.563815994146539,4.827883461704002,4.301773332514019,4.0356644355447635,18.93039494563194,171.6253865120854,458.12745385333,391.91809244495835,384.84622852191245,103.76006999560497,205.12256398568869,224.67018300419122,203.09541696849195,0.008431075041916099,S01,R03,S01R03
P0002,AC_P0002_S02_R01_BRT_HDM.mat,BRT,11.632569640062599,6.7619890453834115,0.9708505477308295,-12.101780907668232,-16.285464788732394,-5.2630962441314555,-4.542473395931142,4.870585289514867,5.795679718089271,23.734353677621282,27.918048513302033,16.89566510172144,5.513327073552426,22.013957746478873,18.44835289514867,0.7911001564945227,10.810449139280125,20.61521283255086,26.881209702660406,30.26135758998435,108.66006181533646,439.38094287949923,1570.1265680751173,2727.880890453834,3807.5359953051643,206.7043544600939,291.8094694835681,343.7262777777778,387.6172996870109,0.030731451612903225,7.405180996589418,8.323680845951019,8.704680399927515,10.756915891763306,7.436745634264451,8.058811055300215,9.5334995075415,2.966910783304289,4.865976777424681,6.172105055496284,5.224420553197607,8.506788749707862,7.3599236449132555,9.468837785266723,1.7833228735412576,0.5716757937329058,4.407488771256285,4.513035870399152,4.296316862072245,4.299049582057748,12.96921935373728,202.23584701634965,363.46783317997733,299.14167459588754,342.1948170900009,167.00504802779992,196.33167224404013,230.74054118767714,217.22141528403725,0.009101240874833537,S02,R01,S02R01
