participant,Filename,phonation,interval,H1c_mean,H2c_mean,H4c_mean,A1c_mean,A2c_mean,A3c_mean,H2Kc_mean,H1H2c_mean,H2H4c_mean,H1A1c_mean,H1A2c_mean,H1A3c_mean,H42Kc_mean,H2KH5Kc_mean,CPP_mean,Energy_mean,HNR05_mean,HNR15_mean,HNR25_mean,HNR35_mean,sF0_mean,sF1_mean,sF2_mean,sF3_mean,sF4_mean,sB1_mean,sB2_mean,sB3_mean,sB4_mean,H1c_sd,H2c_sd,H4c_sd,A1c_sd,A2c_sd,A3c_sd,H2Kc_sd,H1H2c_sd,H2H4c_sd,H1A1c_sd,H1A2c_sd,H1A3c_sd,H42Kc_sd,H2KH5Kc_sd,CPP_sd,Energy_sd,HNR05_sd,HNR15_sd,HNR25_sd,HNR35_sd,sF0_sd,sF1_sd,sF2_sd,sF3_sd,sF4_sd,sB1_sd,sB2_sd,sB3_sd,sB4_sd,session,repetition,comb_no,rs
P0001,AC_P0001_S02_R05_MOD_HDM.mat,MOD,e,15.742106145251396,8.417480446927375,3.6275810055865922,-4.1810223463687155,-10.538927374301677,-1.7176759776536312,3.169491620111732,7.324603351955307,4.789966480446927,19.92317318435754,26.281072625698325,17.45978212290503,0.45807821229050283,31.507,17.51268156424581,1.0128100558659219,7.229586592178771,20.435346368715084,26.226564245810057,31.662519553072627,90.50981005586593,265.2093519553073,1357.6447318435755,2416.5178268156424,3906.5436145251397,154.88400558659217,371.3090726256983,232.16474860335197,471.5523351955307,8.06563446830504,8.17218656418122,9.267441825357134,12.663047660641478,9.483249986354078,10.967972710979987,12.600051265888535,1.5636117632842355,3.8969210244474084,6.430185006001905,4.415605911096642,6.714993418430598,6.905331737023418,10.368507266902995,1.0214484176595078,0.7334610639003696,4.854028051269981,5.243324839616247,4.850572958170476,4.536306079457782,16.84221284260559,130.73231319845192,552.75724805774,291.90247986884623,528.9175833458218,121.17868251296768,260.2706333861665,165.69719773361746,226.27237915975815,S02,R05,S02R05e,S02R05
P0001,AC_P0001_S02_R05_MOD_HDM.mat,MOD,f,15.555832699619772,7.791680608365019,0.3349505703422053,-9.888665399239544,-14.572650190114068,-9.21648288973384,-9.061589353612167,7.764152091254753,7.456760456273765,25.444520912547528,30.128528517110265,24.77232319391635,9.396486692015209,17.795463878326995,17.54765019011407,0.6480456273764259,6.2977110266159695,21.111015209125476,25.124235741444867,29.688182509505705,89.71342585551331,339.5113422053232,1767.0404562737642,2538.717296577947,3819.3890342205323,148.17580228136882,304.4893650190114,310.60140684410646,418.47017490494295,7.035114300150251,6.822976307411067,7.216396278841162,9.96811508718834,5.999937106482546,6.74996284685082,6.7708643301494975,1.7523782595564865,4.1254979296553564,6.575718496032567,5.153528253912879,9.040743942217079,5.342733591325293,8.414733609288728,1.022083502619184,0.3672686863680763,3.3132820724695593,3.525091610492303,3.0260773864516435,2.803353159348424,14.924576726810159,133.42286915177476,407.01942244227286,395.0692367395238,518.4558846104837,119.93938667159856,278.6986193011275,250.31638193455723,209.63902225348403,S02,R05,S02R05f,S02R05
P0001,AC_P0001_S02_R06_BRT_HDM.mat,BRT,a,14.735260330578512,3.138318181818182,-1.4929752066115702,-13.848376033057852,-13.16494214876033,-4.767028925619835,-6.972210743801653,11.596946280991736,4.631285123966943,28.5836652892562,27.900214876033058,19.502318181818183,5.479235537190083,17.121504132231404,16.25571784232365,0.6608816326530612,7.415709543568465,17.801647302904563,20.94541908713693,24.336705394190872,95.9953306122449,407.6425469387755,1801.795836734694,2530.247281632653,3793.1243102040817,189.9299918367347,326.32446938775513,232.48803673469388,396.1964775510204,8.742027833014008,6.796503788942667,7.897579072266528,11.477345167525762,8.428650336475268,9.159701520077997,8.353411665749357,4.688861444359942,3.468572183630578,8.302196834175637,7.375484011918692,11.974573737421556,7.098989609473476,7.185902752417595,0.6839505976715899,0.3120141703338597,3.946500092734093,3.6880306505305938,4.066147430652365,4.113500615900336,19.953638756473822,230.8482525269018,276.6335965705453,321.9828699708706,476.0109634368128,121.29324288789638,284.84622983228707,180.6314980883287,188.98009462013655,S02,R06,S02R06a,S02R06
P0001,AC_P0001_S02_R06_BRT_HDM.mat,BRT,b,15.116145631067962,4.634480582524271,-1.3328883495145631,-15.41628640776699,-14.274611650485436,-7.31973786407767,-6.965626213592233,10.481660194174758,5.967378640776699,30.53243203883495,29.390776699029125,22.4358786407767,5.632796116504855,18.346033980582526,16.688504854368933,0.8170388349514563,6.277665048543689,17.718563106796115,21.294106796116505,24.582228155339806,92.97243203883495,457.5627233009709,1735.0494126213591,2596.0653883495147,3645.8852621359224,232.6704563106796,267.75494174757284,311.3824368932039,437.6285922330097,7.11025292666352,5.972133509127256,6.241084810500784,9.459203366164008,8.233719263605215,8.834630155783893,7.711685153292024,2.9230351701476263,2.8471133523795036,5.672805870263868,6.0714873276163255,8.973450247601292,6.052338632634695,6.6066347556045235,0.8430011355926316,0.5282807073910261,4.048395111036609,4.6193089867977335,4.44040655447525,4.330274304541141,14.794835681140365,229.1642017555101,330.3011595733685,392.62975788753465,503.961690294604,202.76533388197504,203.74617683968168,201.18480493020172,241.4319869880214,S02,R06,S02R06b,S02R06
P0001,AC_P0001_S02_R06_BRT_HDM.mat,BRT,c,17.191987234042553,6.222970212765958,-3.106872340425532,-18.27095744680851,-16.63479574468085,-9.53643829787234,-8.679582978723404,10.96903829787234,9.329821276595744,35.46297446808511,33.82679574468085,26.728417021276595,5.572731914893617,16.33744255319149,16.933574468085105,0.7907063829787234,6.7777574468085104,15.512685106382978,19.449059574468084,23.116706382978723,83.19829787234043,538.9403361702127,1538.9312212765958,2433.769029787234,3480.355838297872,253.2037914893617,298.61270638297873,356.2478893617021,398.69610212765957,7.624605956180019,6.760521309108034,5.937190444713373,7.785591435349114,6.076256122887019,6.138221395922813,5.674617292390179,2.633510229903358,3.5447802449539036,4.947851854462127,7.556114809171676,9.404890069453893,5.49025712820503,5.679029362102065,0.6485166685836268,0.3944876951512558,3.797164422907144,3.763512439639896,3.5011909275224666,3.5261959992868284,7.824820902117129,215.9544155287229,302.0234170111443,256.7634254552715,520.8700337694363,194.90393885714312,215.3868034175306,299.586154928085,213.62651999920897,S02,R06,S02R06c,S02R06
P0001,AC_P0001_S02_R06_BRT_HDM.mat,BRT,d,16.37088940092166,4.227847926267281,-3.129626728110599,-17.75183410138249,-16.989539170506912,-9.025751152073733,-6.100870967741935,12.143073732718895,7.357465437788019,34.12273271889401,33.36043778801843,25.396649769585252,2.971248847926267,20.069345622119815,16.928027649769586,0.895483870967742,5.946834101382488,17.00042857142857,21.861539170506912,25.65721198156682,86.20632258064516,435.9402811059908,1584.8587557603687,2454.6609723502306,3559.792400921659,236.4166728110599,299.9585622119816,342.8687603686636,432.86793087557606,7.2876233708335,5.605244287132647,4.749935434631842,7.647896503356589,7.004204491905615,8.931998802309295,7.784687786737327,3.018938499076287,3.493618917232705,7.278654782134494,6.949702320233706,10.991829773320713,8.181053204792148,8.182944013447393,0.7131135299791739,0.5925388805556404,3.918115340849741,4.523976823723493,4.292887950240453,4.454420755796492,8.39020986125081,229.99312146604245,441.4518076292367,314.3575844833737,428.2521364240029,162.1221925580587,249.90997116033282,270.0109572825801,289.98173769935704,S02,R06,S02R06d,S02R06
P0001,AC_P0001_S02_R06_BRT_HDM.mat,BRT,e,19.122218085106383,5.667367021276596,-0.4761170212765957,-13.416148936170213,-13.282702127659574,-4.24511170212766,-0.7747446808510638,13.45488829787234,6.143494680851064,32.53838829787234,32.40495212765958,23.367335106382978,0.2986382978723404,24.475271276595745,16.84512765957447,0.8535531914893617,5.78743085106383,15.979531914893617,20.282537234042554,24.37373936170213,82.31665957446809,403.8799414893617,1468.9768563829787,2408.02575,3479.7825797872342,308.85471808510636,286.2042659574468,304.9888404255319,410.8877606382979,7.54266282291645,5.327174181273142,6.713711239437815,9.560448747615055,7.133945004172817,9.56571325060518,9.928113174576064,3.4279506971525007,3.182707569124093,4.985454660772845,3.5409041600166553,8.329662454045371,6.667446808036092,9.195310617582365,0.7403897547666884,0.37662295126945594,3.8922522864664124,4.429482640694807,4.2907021954637,4.03564860449682,7.625925413191169,202.28244276745775,289.8894282482217,213.5145199778092,470.826181593566,255.5578660593378,191.48441842353233,173.9492499014868,215.74177669054922,S02,R06,S02R06e,S02R06
P0001,AC_P0001_S02_R06_BRT_HDM.mat,BRT,f,16.603451361867705,5.0103463035019455,-3.3392140077821013,-14.41684046692607,-13.087544747081711,-7.440591439688716,-5.751346303501945,11.593105058365758,8.349529182879378,31.02030739299611,29.69095719844358,24.044035019455254,2.4121906614785993,19.815081712062256,16.779350194552528,0.629147859922179,5.368770428015564,17.35406614785992,20.725225680933853,24.56327626459144,79.72619844357976,385.48605447470817,1597.9333852140078,2415.260824902724,3512.0211167315174,189.46306225680934,297.9045953307393,366.1476536964981,389.86501556420234,7.556965263304388,6.237724600846985,5.271733593698378,7.921098121290131,6.101263062029979,6.571428907262688,5.954490300191459,1.9883337207353737,2.8180564460163136,4.739989843210024,5.396227442523353,8.449738759063802,5.972198779703121,6.158675117924374,0.7040650562605899,0.3129760772440009,4.156692338047716,3.566623838995166,3.2851135331114,3.1683557924081054,5.6723008245384925,151.03506279158478,359.1762549485023,368.37844047725906,470.93040997357235,133.88825476929625,232.17425535181874,262.7052948014551,244.73743826662943,S02,R06,S02R06f,S02R06
P0001,AC_P0001_S02_R06_CRK_HDM.mat,CRK,a,13.069913793103447,13.13430172413793,6.003603448275862,-9.41048275862069,-17.356008620689654,-9.016887931034482,-5.466775862068966,-0.06442241379310346,7.130663793103448,22.480344827586208,30.425913793103447,22.086836206896553,11.470370689655173,24.162758620689655,18.84524778761062,0.4869316239316239,2.2040353982300886,17.975690265486726,23.26058407079646,28.714743362831857,52.65101709401709,367.8205128205128,1441.4635982905984,2347.2534273504275,3934.5830085470084,72.40653846153846,324.15721367521365,261.8741282051282,513.8467606837606,3.7761273181579207,5.6091140449308465,5.777175283715271,6.4572726245316785,4.346582874728326,6.075336499210203,6.765993982809348,3.1158168365848185,0.9102204696518933,4.412183868421127,3.7377540281715227,7.591275243667064,6.983624966934121,8.687251857071136,1.307710619002957,0.21080456411075713,3.0083013625668373,3.905815858342453,3.160004486111372,3.1536818782030704,13.13052946117329,129.79545549763364,394.1475415172436,386.2433528026241,380.8418736289809,56.124428884973575,267.5947336208898,218.06339347370502,252.18742165800262,S02,R06,S02R06a,S02R06
P0001,AC_P0001_S02_R06_CRK_HDM.mat,CRK,b,11.70959574468085,10.995819148936171,4.400744680851064,-9.138851063829787,-18.327,-13.232255319148937,-9.604021276595745,0.7137553191489362,6.595063829787234,20.84831914893617,30.036606382978725,24.941893617021275,14.004787234042553,22.320531914893618,19.486255319148935,0.6800851063829787,2.0478297872340425,17.12712765957447,22.659978723404254,28.235340425531916,56.820393617021274,377.9948510638298,1573.8851382978723,2396.98164893617,3369.5742659574466,68.34418085106383,264.6259574468085,279.8651170212766,496.6496276595745,4.140228974809566,6.02957826939216,6.511029594904641,8.519924430425434,5.146897349139639,3.6071227384496107,5.801805732957913,3.991155503274144,1.5803582335722441,6.620834231315122,2.995368813229958,3.094400845189826,5.895891700454749,6.279707952770477,1.500006780889119,0.6915994810158452,4.697554098501739,6.428562375841658,5.874444365358563,5.036791399620838,11.512924467294843,146.47347249649638,377.8602830537417,312.2174867096052,506.1561329493078,56.15568172978433,202.33352890565993,198.58377214238325,266.14612452366725,S02,R06,S02R06b,S02R06
P0001,AC_P0001_S02_R06_CRK_HDM.mat,CRK,c,13.332812154696132,11.160475138121546,2.491270718232044,-11.719408839779005,-18.17246408839779,-8.637033149171272,-6.114911602209945,2.1723591160220996,8.669232044198894,25.05224861878453,31.50532596685083,21.969911602209944,8.60611049723757,24.044640883977902,18.858027624309393,0.3414364640883978,4.999767955801105,16.83946408839779,22.732209944751382,27.976011049723756,54.400762430939224,430.11743646408837,1328.3191712707182,2303.6909392265193,3444.253790055249,97.00394475138121,294.947226519337,265.2918950276243,515.5322817679559,4.747357840369537,6.252149923176703,6.379779256776317,7.487756899597969,5.052821717184136,6.246328798138197,6.730559616235338,2.7127556895950518,2.5756548555164067,4.878589676565324,5.727096128526004,7.870596982364749,5.309418057560052,6.778196991357845,1.140537794351318,0.15007010434639864,3.1018857814903353,4.478829940841801,3.8343263090883672,3.6500358749971364,6.833482697060495,168.4024505881425,465.80696246500656,272.6034510658123,591.8663823230526,145.48461028433837,230.311925111548,183.48186961115692,287.6323060290171,S02,R06,S02R06c,S02R06
P0001,AC_P0001_S02_R06_CRK_HDM.mat,CRK,d,13.648377142857143,11.105879999999999,3.5234914285714285,-12.026440000000001,-18.92037714285714,-9.446931428571428,-5.128445714285714,2.54252,7.582411428571429,25.674817142857144,32.56870857142857,23.095268571428573,8.651885714285715,26.787914285714287,18.692525714285715,0.49724,2.7440571428571428,16.22468,22.44554857142857,27.980074285714284,54.28665142857143,400.5702057142857,1291.3414685714285,2278.24032,3419.909622857143,101.56219428571428,264.46153714285714,258.10126285714284,525.1084342857143,4.237372320056958,5.56538009384494,5.330397362717561,5.9457656231571425,5.109723979267582,4.870756513957502,5.397307978000926,2.508640117581681,1.5855053445415397,4.146963355253983,3.8726408956337925,4.997525505145649,5.373455986582311,5.719973078725674,1.0138360962611768,0.4040183073125253,3.278708516618367,3.443549762378498,4.007008230801095,3.954058415630709,6.561612474297545,120.20249758293639,438.18245493106105,305.16034081732766,483.263388916349,84.79656918074048,228.8739993058911,248.9195945387211,250.00506892099133,S02,R06,S02R06d,S02R06
P0001,AC_P0001_S02_R06_CRK_HDM.mat,CRK,e,14.890047244094488,12.67955905511811,5.165401574803149,-10.86075590551181,-19.33628346456693,-9.971858267716536,-5.567228346456693,2.2105590551181105,7.514133858267717,25.75076377952756,34.22625196850394,24.86191338582677,10.732614173228347,26.305826771653543,18.69875590551181,0.2973543307086614,2.9555905511811025,16.45888188976378,22.60288188976378,28.203661417322834,51.29122047244095,371.92100787401574,1482.9310472440945,2441.8155196850394,3774.3314409448817,116.60707874015748,382.3728188976378,274.6406062992126,589.0776456692913,4.0240860203700395,4.366482612721491,2.7727466935056846,5.293118945395403,2.2506696283890673,3.83254585229078,4.759186126881487,2.3702765314980714,2.857403173274323,5.0397941858592326,3.8975397530344944,5.531950128354121,3.271286677220361,6.2291889687060396,0.7609557244335452,0.11703014993154916,2.3571147359940223,3.109025268610709,3.1038727105665234,3.0367044381647355,5.186395714420726,165.79259771193455,473.17684250788085,432.97526055788944,500.49247694714944,84.18954578321602,256.4408621660807,221.65033764189127,244.78750908234377,S02,R06,S02R06e,S02R06
P0001,AC_P0001_S02_R06_CRK_HDM.mat,CRK,f,13.038020833333333,10.653838541666667,1.7658125,-12.955067708333333,-18.908973958333334,-11.784604166666666,-9.066463541666666,2.3841875,8.888,25.993072916666666,31.947005208333334,24.822619791666668,10.832234375,21.850947916666666,18.813989583333335,0.3282864583333333,3.7295885416666668,18.011807291666667,22.85459375,27.7091875,52.33458854166667,392.8860989583333,1516.0118697916666,2353.2077604166666,3525.3699114583333,75.686359375,246.30983333333333,270.3645989583333,485.01138541666666,3.97656581818659,4.892037326529839,4.480524453484464,6.911518382862634,5.224977291901752,5.839996569925061,5.150110529869045,1.7372314425771063,1.6491629512545374,5.027657523406481,4.378389888495489,6.924387835510775,5.394437035901851,6.052070120275261,0.9605389847643779,0.17058862131285996,3.018824413623102,3.213391333652443,2.882733320011805,2.863657522199584,4.668178413356286,112.92934820935679,407.40308922494694,337.29469515291566,421.07730851372133,92.57600963821618,255.63896306218922,245.67017690423415,254.2149219380441,S02,R06,S02R06f,S02R06
P0001,AC_P0001_S02_R06_MOD_HDM.mat,MOD,a,15.38721875,8.82134375,1.776828125,-8.4555546875,-13.040734375,-5.2629375,-3.389140625,6.56585546875,7.0445546875,23.842765625,28.427984375,20.65012109375,5.16593359375,20.14463671875,17.66175,1.0937470817120623,6.1450625,19.86131640625,24.9130234375,29.6237265625,98.305,358.8223774319066,1630.6837315175098,2590.0743618677043,3933.891284046693,154.78562645914397,307.1151361867704,351.4527821011673,404.7467120622568,9.22710711016996,8.770652319905667,6.936270108169116,9.831484641887217,6.988458858953404,10.614829517716998,12.703914573930183,2.8053905782753064,5.788338296966998,7.957793307275801,8.024392698525357,13.974596870995866,9.560750141598865,12.937677926515804,1.2140455720360717,0.6454731566368318,4.963619193890763,4.871483280726359,5.204395862119311,5.184428608393307,24.27547655798311,188.7641563253683,495.2583267979657,513.4266831934742,574.6927219436701,106.76736060930376,254.04890822382936,231.02384488404445,226.96419701445592,S02,R06,S02R06a,S02R06
P0001,AC_P0001_S02_R06_MOD_HDM.mat,MOD,b,17.289323232323234,9.39620707070707,3.5543181818181817,-6.118691919191919,-12.689691919191919,-5.090126262626263,-3.1013737373737373,7.8931414141414145,5.841833333333334,23.4079898989899,29.97898484848485,22.37939393939394,6.655717171717171,20.69267676767677,17.868853535353534,1.0927676767676768,4.682565656565656,19.05481818181818,24.238338383838382,28.845954545454546,96.39377777777777,368.52416666666664,1647.9153787878788,2667.5390454545454,3843.72754040404,163.51975757575758,317.8453383838384,375.42844444444444,379.1211767676768,6.354642169557019,6.4787268468340935,6.684707639694922,11.383266709772846,8.240280341261089,9.411158098800943,8.405146280805784,2.025091572837556,4.037556123354643,8.365622770297668,7.163098396244954,9.333801596890485,5.962648468779768,6.502485600236645,1.6350831655101357,0.7900665053068464,4.248576721158018,4.665307647841441,4.136175226486963,3.956834575878496,19.359466657426577,194.04470067999102,450.6281860941237,492.1345651991426,532.3892453560435,154.60590623410494,288.26741678372014,211.7465569936964,199.40068578092354,S02,R06,S02R06b,S02R06
P0001,AC_P0001_S02_R06_MOD_HDM.mat,MOD,c,12.674258333333333,6.2860875,-1.3452083333333333,-14.942620833333333,-18.012179166666666,-10.544020833333333,-8.507095833333333,6.388145833333334,7.6313208333333336,27.616904166666668,30.68645,23.218283333333332,7.161870833333333,17.848820833333335,17.7181375,0.90885,7.4555541666666665,19.306841666666667,24.8575125,29.680816666666665,95.50197083333333,439.3756916666667,1617.4176125,2502.5461708333332,3994.5863375,196.63001666666668,367.34522499999997,368.54289166666666,414.95590416666664,9.106451456272815,9.142717435951448,8.763390644983422,11.369662178459123,8.475182862295949,6.442354712219584,9.022341485324462,4.174693063603164,2.5993822281005525,5.46857477045585,6.65165313941048,7.886232446202493,5.992904490320874,8.693470093881057,1.4094078854998666,0.4854343377165542,5.369446008720857,4.987627977818569,3.8935783178199856,3.825442330063487,21.56184452803212,219.20819456057532,442.2360149877231,457.6509104784442,481.0137412281568,158.35665679832604,215.83339424642432,204.70547189589755,216.53264361155615,S02,R06,S02R06c,S02R06
P0001,AC_P0001_S02_R06_MOD_HDM.mat,MOD,d,16.92242125984252,7.956759842519685,1.1973031496062991,-8.666279527559055,-15.181889763779527,-7.483972440944882,-4.319137795275591,8.96568503937008,6.75948031496063,25.588700787401574,32.104330708661415,24.406405511811023,5.5164330708661415,22.842925196850395,17.556948818897638,0.9834724409448818,4.582409448818898,19.33224409448819,25.41803937007874,30.231614173228348,96.07893307086614,357.6823503937008,1505.7525196850393,2483.2067992125985,3630.4217007874017,154.31666929133857,355.57553937007873,373.6660157480315,449.4909645669291,6.41163961010153,5.992193794244986,6.490770504776898,9.566854905723623,7.108425366379039,7.332576558306584,8.679691121755411,1.8917460771905432,4.053684349324549,7.5569193163872495,6.792373036231301,8.082902365678558,5.71052311426771,7.756477630950898,0.9019015229247234,0.9084755708734606,4.187414290512067,4.078478941680561,3.738784382988071,3.7656079154738027,20.120369417618345,176.15902290726845,495.97185661869173,456.1104313653261,541.4023056542046,148.09454107942858,296.050472733952,288.7601961187608,253.31064416141902,S02,R06,S02R06d,S02R06
P0001,AC_P0001_S02_R06_MOD_HDM.mat,MOD,e,15.221855614973261,8.095919786096257,2.3937486631016043,-7.804048128342246,-14.457176470588236,-6.108139037433155,-1.9690106951871658,7.1259465240641715,5.702149732620321,23.025919786096257,29.679048128342245,21.330042780748663,4.362770053475936,25.524251336898395,17.81144385026738,1.003903743315508,8.002379679144385,21.172935828877005,27.246481283422458,32.55454010695187,96.43211229946525,352.0889144385027,1446.718689839572,2467.5931978609624,3904.7178449197863,196.94046524064171,400.1879090909091,336.3822780748663,408.62920320855613,9.022595112552839,8.344992489800182,9.1590117186461,13.960067985663175,9.277071346012884,9.99896496105435,12.790316220539285,2.867231197350579,4.531860808328269,8.242461840521669,5.514595432848523,6.977834902238025,6.396088919671591,12.01581834459283,1.00268955025763,0.6779318972813594,5.134391384838433,5.709152013766145,5.11690527096869,4.999582741970863,18.887837206434817,246.1895017543105,473.73347535430605,383.4144265685229,556.3719761068057,285.81269559182493,271.3884246490078,261.747609560328,254.1627366012279,S02,R06,S02R06e,S02R06
P0001,AC_P0001_S02_R06_MOD_HDM.mat,MOD,f,14.838824,6.588056,-0.22943200000000002,-9.597288,-14.781744,-8.491476,-7.3583,8.250696,6.817496,24.436068,29.620564,23.330284,7.128908,18.745856,17.613076,0.6315,6.251848,20.792612,25.617832,30.00288,90.1455,331.547856,1650.9233,2522.134944,3763.549896,132.704008,329.20008,373.257,391.49438,6.860191235247064,6.782245210936352,7.177355567137837,10.07272757978903,6.46960456561339,7.321024401171889,7.582100630953908,2.1078245841373935,4.413240484755975,6.3847044142391445,5.531469439356793,8.925941215000162,5.981683947428491,9.05991939085216,0.9049472184035847,0.3900964070935661,3.061516608590373,2.518111591930281,2.221259020085963,2.35091873555953,15.480210402265001,155.3085477351251,405.2502899561705,421.9999581427643,521.421909010311,106.18635322800849,271.03589949106987,244.97243587944098,229.25788196300746,S02,R06,S02R06f,S02R06
P0001,AC_P0001_S03_R01_BRT_HDM.mat,BRT,a,14.70826377952756,3.585854330708661,-3.382744094488189,-16.96201968503937,-16.000374015748033,-7.515224409448819,-9.022838582677165,11.122417322834645,6.968566929133858,31.670255905511812,30.708602362204726,22.22349212598425,5.6400826771653545,13.692787401574803,16.52887007874016,0.6446496062992126,7.587303149606299,17.479370078740157,20.783511811023622,23.84453937007874,97.66337795275591,493.09178740157483,1764.8122992125984,2524.792311023622,3547.0096299212596,220.91449606299213,322.93034251968504,258.7088149606299,376.7594842519685,8.588874266130246,7.066751701532159,6.883842629325624,10.309649272892155,8.01283396040069,9.195805661048164,8.773962817746673,3.1649385683388567,3.2322217070440846,7.794266293932723,7.607592289160689,12.004581661496026,8.086135680419252,8.26136158147794,0.997130909282941,0.32325016814439245,3.961656194196779,4.029543237197617,4.516287859459826,4.462694179566991,17.022657917956437,258.7519331035809,299.22560890742756,349.4481432151154,494.5204596356612,176.24882272218028,268.19915747200344,249.5390157822031,217.8892487319783,S03,R01,S03R01a,S03R01
P0001,AC_P0001_S03_R01_BRT_HDM.mat,BRT,b,15.718049773755656,3.7315656108597284,-3.0816153846153846,-16.708475113122173,-15.49618552036199,-8.836438914027148,-8.310004524886878,11.986511312217194,6.813135746606335,32.42647963800905,31.214235294117646,24.554466063348418,5.228389140271493,15.752904977375566,16.88114479638009,0.6472850678733032,6.563443438914027,17.604755656108598,21.39412669683258,24.53416742081448,91.93500452488688,438.2726199095023,1690.7011040723983,2459.6042714932128,3392.3511809954753,240.19932126696833,282.42560633484163,254.22645701357467,332.01501357466066,7.187213191891077,5.815206664934869,5.375967058166327,8.228995785169195,6.932498862535941,6.45923884849704,6.149841378218804,3.0268144034324265,2.7906675642606324,6.8250493248828255,7.384332623185359,8.928670211229024,4.841050502325229,6.448363349438693,0.7136175298706643,0.4061314780435472,4.0398814263331735,4.873063760382369,4.173654005377329,4.038685036226874,11.723859481066702,205.59097516976487,340.56695919530875,264.50554028594996,370.9384556450324,223.72526937898826,273.9164761189635,185.52822153637243,174.10155385702805,S03,R01,S03R01b,S03R01
P0001,AC_P0001_S03_R01_BRT_HDM.mat,BRT,c,16.753366141732283,5.190909448818898,-3.225555118110236,-18.468625984251968,-16.685251968503938,-6.912417322834646,-6.445204724409449,11.562531496062991,8.416429133858268,35.22198031496063,33.438622047244095,23.665811023622048,3.219661417322835,18.2397874015748,17.3954094488189,0.8535787401574804,6.695303149606299,15.960503937007873,19.993240157480315,23.410562992125985,80.7507125984252,492.6675,1527.2287322834645,2461.2444173228346,3432.848433070866,269.7055433070866,287.1737283464567,260.12776771653546,388.8776692913386,8.552922988547193,7.241408743373489,6.769261360190094,9.344812312719531,8.0753806057891655,7.967171230869287,8.691940559685168,2.4162614617572427,3.192561371619805,6.885789985105453,8.879233986144174,9.59197321811895,6.687875457121487,7.649523509023132,0.8468682679788967,0.3941810238281805,4.2532608228398905,4.3135399049785255,3.720299535493886,3.5747712851419733,6.248036282815758,253.74938290930243,323.82973439217267,236.01392820716688,475.5852250944719,233.75192474281036,260.1649699070044,190.07901579158496,243.17959942642096,S03,R01,S03R01c,S03R01
P0001,AC_P0001_S03_R01_BRT_HDM.mat,BRT,d,16.046758620689655,3.5555172413793104,-3.626418103448276,-15.900625,-16.82609051724138,-3.8512241379310344,-2.660241379310345,12.491293103448276,7.1819310344827585,31.947431034482758,32.87287931034483,19.897987068965516,-0.9661724137931034,23.96875,16.931659482758622,0.6853318965517241,6.632724137931034,17.471512931034482,22.371314655172412,25.91869827586207,83.22696120689655,389.55340948275864,1437.314349137931,2468.8356163793105,3421.3016422413793,228.54055603448276,275.8848146551724,272.1021724137931,375.89064655172416,7.216281614498716,6.865453619557767,4.9315951426767155,8.173789773234606,6.112271748444771,6.955327391171164,6.790511045704155,2.9514981360407124,4.170748898720174,5.3001736485873625,5.163478530102115,7.270161169057705,4.582038087475906,5.772172720151001,0.6624426205622594,0.3803102597837987,3.9604406245879638,4.039145167995792,3.7262148883377635,3.6180705621299216,7.015726449428255,172.1066219722329,344.95750401159256,222.96201329388896,437.1005334428488,151.62896540590822,187.5431053712688,220.3948347873225,211.72383168743977,S03,R01,S03R01d,S03R01
P0001,AC_P0001_S03_R01_BRT_HDM.mat,BRT,e,16.43647340425532,3.13793085106383,-3.385154255319149,-17.2331914893617,-17.138031914893617,-5.596601063829787,-3.563622340425532,13.298515957446808,6.523074468085106,33.669632978723406,33.57451063829787,22.033037234042553,0.17848404255319147,22.430867021276597,16.521468085106385,0.5546329787234042,7.4661914893617025,16.89262765957447,21.02448404255319,24.68998936170213,84.85669680851063,421.1330957446809,1473.8477393617022,2468.320069148936,3535.0816914893617,248.2801755319149,336.4862180851064,262.64636170212765,424.7984946808511,7.834944563607129,5.992622530410563,5.849705240769447,8.649754807537345,6.163358945056422,7.772264742340266,7.692655728772956,3.443394306108085,3.657080910489772,4.493718318922057,4.467949374099027,7.36804640036723,5.786818214979622,6.984644748707306,0.5784473908686343,0.3131373729015068,3.8928763702080205,4.242366004385605,4.3588573571105815,4.061463042139738,5.057854370453644,233.6133917678856,290.7304213537252,220.58514227732692,497.0944374921499,203.6077175076366,212.4950857228812,186.32583534675288,219.70109670946619,S03,R01,S03R01e,S03R01
